,freight_value,price,payment_value,payment_installments
468,28.7,146.94,1053.84,10
7331,15.23,24.99,40.22,1
87711,20.79,125.9,146.69,1
82808,18.23,15.9,34.13,1
107502,12.48,19.9,32.38,1
69435,8.96,29.99,38.95,3
14607,12.3,113.9,126.2,6
67269,18.16,129.9,148.06,1
15937,12.22,144.99,157.21,10
100966,9.26,129.99,139.25,1
97411,19.53,47.83,67.36,6
67218,16.25,69.9,86.15,1
59985,13.51,69.9,83.41,1
93434,14.04,66.0,30.0,1
161,20.79,116.6,137.39,4
14463,19.13,179.0,198.13,2
99445,9.24,149.9,159.14,2
93784,19.48,159.9,473.21,3
53066,22.07,19.99,42.06,1
12539,19.44,35.0,163.32,4
54406,15.1,18.5,33.6,3
99566,19.85,679.0,698.85,7
57466,8.79,275.0,283.79,4
79800,15.42,96.0,111.42,1
90668,15.18,61.5,76.68,1
63091,31.83,72.9,104.73,1
57088,23.47,95.9,119.37,2
35181,28.08,399.9,427.98,8
78007,8.88,23.99,32.87,1
88756,13.04,86.42,99.46,2
2311,19.5,89.9,218.8,15
95974,32.79,199.0,231.79,3
111414,11.88,54.99,66.87,1
102432,41.59,86.9,128.49,2
45398,15.2,31.9,94.2,1
98625,16.6,34.9,51.5,1
38600,18.95,500.0,518.95,1
99803,8.88,55.0,63.88,3
15943,22.17,239.99,262.16,1
20174,17.98,79.0,96.98,9
23338,9.27,52.9,18.9,1
34672,11.85,46.9,117.5,3
29771,15.27,24.9,40.17,1
43708,177.98,1050.0,900.0,8
42622,17.88,89.9,107.78,2
80127,15.87,109.9,125.77,2
20590,16.18,59.9,76.08,1
29054,24.76,179.9,100.0,1
51037,15.04,135.0,150.04,1
91886,48.02,169.9,217.92,8
52721,15.87,110.32,126.19,4
6322,17.88,89.9,107.78,8
73956,49.57,509.0,558.57,10
61830,15.79,32.9,48.69,1
49499,38.1,40.0,78.1,2
56267,15.37,87.0,102.37,5
51680,15.53,112.0,127.53,1
11558,20.99,49.9,141.78,1
46997,22.77,119.4,142.17,5
78626,18.67,424.9,443.57,1
62733,7.78,13.88,21.66,1
21010,14.38,56.1,302.8,1
111887,14.18,119.9,134.08,2
12889,30.12,250.0,280.12,2
60271,74.27,188.0,262.27,1
42724,16.16,56.99,73.15,1
17063,16.18,59.9,152.16,2
92824,11.34,104.0,115.34,1
90856,23.57,33.9,234.6,1
18831,7.78,49.0,56.78,2
102862,20.31,199.99,220.3,4
30223,15.38,39.97,55.35,1
74367,16.89,65.0,163.78,10
85308,21.97,189.9,211.87,1
96959,17.17,85.9,103.07,4
11060,17.67,49.0,66.67,2
171,18.0,119.6,137.6,1
72422,27.84,79.9,646.44,3
89823,12.79,25.49,38.28,1
61790,10.1,34.9,30.0,1
57765,11.98,68.0,79.98,1
9129,8.72,139.56,148.28,1
105087,26.81,217.9,244.71,2
79253,18.2,89.9,115.64,5
53807,43.42,199.0,242.42,1
10696,17.67,59.9,77.57,7
49802,13.84,69.0,82.84,1
33104,8.79,96.0,104.79,4
107646,15.1,114.0,258.2,8
379,18.55,119.99,277.08,5
110200,12.27,152.19,164.46,5
6809,14.5,110.0,124.5,2
51478,40.91,119.9,160.81,5
60374,12.05,78.0,90.05,4
99706,12.22,170.9,183.12,1
26667,13.57,79.0,92.57,3
72461,3.28,39.0,209.57,8
21995,19.39,59.99,158.76,1
110127,25.11,67.0,184.22,3
43353,16.6,119.9,136.5,1
22653,10.0,58.99,68.99,3
98552,7.39,14.9,22.29,1
44299,8.82,39.6,48.42,1
76701,20.93,23.48,192.9,1
67093,18.06,69.9,87.96,1
17969,17.74,69.9,175.28,1
5346,11.85,29.9,41.75,4
28565,28.42,149.0,177.42,2
17095,17.67,59.9,77.57,4
110265,16.79,42.5,89.03,1
98228,21.74,550.9,572.64,10
2178,14.93,86.9,203.67,1
106403,84.71,1698.99,1783.7,10
5759,8.11,29.9,38.01,2
1572,26.11,86.96,339.21,8
13631,25.84,230.0,963.34,1
79611,13.67,92.5,106.17,1
62992,31.67,26.26,215.55,10
72438,11.95,79.9,91.85,8
105042,18.99,296.9,315.89,8
76643,17.6,30.21,47.81,3
66136,16.79,29.9,46.69,1
61016,11.73,42.0,53.73,1
59363,15.23,12.3,27.53,1
74129,15.73,140.0,155.73,1
89531,7.39,18.99,26.38,1
35581,18.4,279.65,298.05,8
5276,11.72,29.9,108.34,4
101261,12.48,16.9,58.76,2
13523,16.11,32.0,48.11,2
33212,20.43,667.0,687.43,10
8457,8.27,16.37,24.64,1
98054,18.33,270.0,288.33,3
107359,16.79,16.0,32.79,1
49290,37.9,50.0,87.9,8
64890,15.1,26.33,41.43,1
45844,12.48,19.9,32.38,1
26840,13.64,89.0,102.64,1
67729,14.17,69.9,143.14,3
20027,19.0,129.0,148.0,3
43785,10.96,24.9,35.86,1
86981,16.11,22.8,38.91,1
20356,11.85,22.9,34.75,3
99939,14.14,55.0,69.14,1
4941,43.45,124.9,168.35,1
9400,14.94,105.0,119.94,10
48388,15.93,167.92,183.85,6
54677,11.39,110.0,121.39,3
63570,9.9,34.99,81.48,1
110526,24.5,579.0,1810.5,10
38047,50.0,210.0,260.0,3
96313,16.86,129.9,146.76,2
36999,14.1,16.0,30.1,1
52706,7.64,110.32,25.0,1
104593,42.9,323.0,1097.7,10
71865,17.6,15.0,32.6,1
40952,15.63,59.99,75.62,1
109891,7.4,19.9,54.6,3
48510,28.39,303.99,332.38,4
95174,8.29,19.95,28.24,2
46953,16.03,132.2,148.23,3
28472,18.23,13.99,193.32,6
23787,14.52,16.9,31.42,2
69144,18.35,299.99,318.34,5
60588,25.94,193.99,219.93,4
70993,19.63,94.0,113.63,5
23126,14.08,38.9,105.96,2
78760,18.79,177.0,381.57,1
71619,16.58,69.9,205.24,2
93932,14.0,299.99,313.99,1
94639,15.01,179.9,194.91,1
26338,14.49,157.0,171.49,10
85916,18.32,32.0,50.32,1
99796,15.15,55.0,70.15,1
65358,12.76,89.3,102.06,1
73660,15.23,49.99,65.22,1
7363,22.06,37.99,60.05,5
79954,25.94,199.0,224.94,5
11761,76.16,119.9,588.14,10
55938,8.33,23.99,32.32,3
90501,13.62,19.9,33.52,1
61984,25.63,31.9,57.53,1
13441,7.93,96.0,103.93,3
45719,22.06,18.9,40.96,1
69289,23.89,279.9,303.79,2
31241,18.23,16.0,34.23,3
58957,15.23,9.0,24.23,1
55454,18.61,189.9,208.51,1
36657,20.8,29.99,90.58,2
64620,14.15,349.9,364.05,5
8442,9.44,89.9,99.34,6
82615,15.1,42.0,57.1,1
43994,8.27,19.9,28.17,1
6555,26.1,179.9,206.0,3
107191,17.05,229.9,987.8,18
84741,7.46,27.89,70.7,1
96233,7.87,34.9,85.54,8
80157,21.15,24.9,92.1,1
68123,16.05,49.0,130.1,4
17890,15.1,49.95,65.05,3
78369,16.76,222.0,238.76,1
62401,9.09,56.9,65.99,1
55562,42.51,1437.0,1479.51,5
45062,15.89,144.0,159.89,2
109574,102.13,57.0,159.13,1
103935,11.46,62.9,223.08,4
40380,15.69,103.9,304.47,8
8286,21.15,99.9,242.1,1
92962,15.11,34.9,0.01,1
8231,38.53,99.0,275.06,5
13274,15.3,78.0,279.9,10
76921,17.6,42.0,119.2,6
65682,7.97,89.8,195.54,1
67164,17.29,64.9,40.84,1
33271,34.82,146.0,361.64,1
112536,16.8,51.7,68.5,1
63182,14.13,59.9,74.03,1
26735,13.64,89.0,102.64,1
24155,21.61,69.0,217.37,2
44232,15.37,89.25,104.62,1
31672,18.69,115.0,133.69,5
20289,6.54,38.9,91.5,2
68082,34.15,49.0,83.15,3
12358,30.12,250.0,280.12,3
48884,7.41,78.0,85.41,1
91897,26.69,169.0,195.69,1
100502,16.62,93.0,109.62,8
59307,37.04,18.0,55.04,3
6702,17.68,279.9,297.58,10
2513,11.24,89.9,10.45,1
103498,49.3,110.0,159.3,5
55115,16.63,54.0,70.63,1
94247,18.99,93.0,111.99,4
53908,56.04,339.0,395.04,10
36430,24.84,26.99,26.01,2
101793,17.23,69.9,87.13,8
1452,62.2,129.98,192.18,1
33805,18.26,98.9,117.16,1
64992,25.01,132.9,473.73,10
28872,23.37,149.9,173.27,3
42473,14.1,13.99,28.09,1
105727,16.11,43.0,59.11,1
8517,8.04,43.0,51.04,1
47380,19.66,59.9,79.56,7
29509,17.06,185.99,203.05,4
84464,18.33,32.9,51.23,2
52567,15.65,110.32,251.94,3
110284,19.19,40.16,356.1,4
80178,14.58,69.9,84.48,2
51068,18.57,189.0,207.57,2
14766,13.37,113.0,63.12,2
53297,15.1,29.9,45.0,1
94701,8.51,49.95,175.38,3
94298,18.63,75.0,93.63,1
15351,16.95,99.99,116.94,5
59620,22.16,64.89,87.05,1
109942,16.93,94.9,111.83,1
85652,12.48,19.99,69.95,4
63213,47.85,58.9,213.5,3
30130,23.39,329.9,353.29,8
106187,19.82,383.5,403.32,1
42253,18.16,129.99,54.66,1
81651,15.38,89.9,105.28,1
77399,14.1,19.0,35.02,3
11096,13.44,59.9,73.34,4
16393,11.51,126.99,138.5,3
75632,27.25,133.2,160.45,2
92568,15.11,29.9,270.06,1
73730,7.39,19.99,27.38,2
39303,16.95,99.99,116.94,2
82794,19.99,107.85,127.84,2
71701,24.29,129.8,154.09,2
78646,25.58,105.99,131.57,1
111834,11.87,139.99,303.72,4
19586,10.96,39.0,49.96,1
8832,8.27,15.0,23.27,1
47437,15.54,69.9,24.7,1
71931,16.4,18.75,68.31,1
47137,20.86,86.0,106.86,4
73393,22.06,7.84,89.7,2
97484,17.13,196.0,4.99,1
5794,8.63,24.9,160.0,7
10577,39.47,53.9,25.0,1
100991,14.23,68.99,83.22,1
8018,11.85,20.99,32.84,1
27469,15.1,19.9,35.0,1
82507,15.23,37.5,52.73,3
14009,19.93,105.0,124.93,1
100569,23.63,119.0,142.63,3
87887,13.37,34.9,38.37,1
38470,14.39,150.0,657.56,8
101285,11.43,79.99,250.55,5
33011,14.11,239.0,506.22,3
82188,19.54,49.9,69.44,1
19492,14.37,89.0,103.37,4
71580,17.92,36.0,107.84,5
16536,29.7,109.9,139.6,2
1317,40.69,76.99,1988.55,10
6151,8.47,44.9,53.37,1
52001,12.69,48.9,61.59,1
99420,8.93,79.9,88.83,1
42820,13.24,69.99,249.68,8
33567,7.42,79.9,87.32,1
39874,9.34,45.9,25.58,1
2098,11.24,89.9,101.14,2
31,57.08,116.99,870.35,10
22767,14.1,49.99,64.09,2
49889,11.15,40.0,395.17,1
72544,8.72,80.38,89.1,1
87699,7.81,78.99,86.8,1
54298,18.78,129.0,147.78,3
69641,7.39,24.9,32.29,1
46119,56.38,839.99,896.37,1
110566,42.65,687.0,729.65,1
99886,90.98,329.9,420.88,4
56872,13.37,29.9,86.54,1
59964,14.51,59.9,74.41,1
75788,15.1,19.9,35.0,1
50453,19.97,299.0,318.97,2
8570,37.36,64.49,101.85,2
802,33.14,119.99,153.13,1
37240,20.84,29.5,50.34,1
4128,23.14,59.99,83.13,8
5959,6.67,79.9,243.78,10
82525,7.78,35.0,42.78,1
6388,12.61,129.9,142.51,1
30485,8.72,13.61,133.98,1
89442,26.98,129.0,155.98,1
20796,11.85,25.9,37.75,1
14827,5.37,39.0,133.11,1
100729,23.57,82.5,106.07,10
106446,23.29,42.2,65.49,1
22863,8.72,56.99,65.71,2
97739,29.69,149.0,16.4,1
88825,16.87,89.15,106.02,4
40019,21.82,299.0,320.82,10
14304,27.16,119.8,146.96,3
68744,18.23,15.0,99.69,1
23530,9.94,36.9,46.84,4
11045,13.44,49.0,124.88,2
25224,44.64,119.99,164.63,1
86229,62.74,134.64,197.38,6
92706,21.99,129.97,151.96,4
103621,18.02,109.9,127.92,5
33806,37.37,65.9,206.54,1
38784,15.1,34.3,49.4,4
2441,10.3,88.0,98.3,4
34464,17.64,56.0,73.64,7
61163,0.02,32.0,139.37,8
77542,10.96,33.41,88.74,8
90741,18.34,34.9,53.24,5
85869,40.15,689.9,730.05,1
77523,7.78,33.63,41.41,1
67812,11.99,69.9,81.89,2
11968,18.44,49.0,67.44,6
82942,17.13,289.99,307.12,1
77962,18.23,29.35,47.58,1
67618,20.82,189.9,210.72,1
19444,19.29,54.0,73.29,3
37789,26.57,69.9,96.47,1
35762,15.36,169.9,185.26,4
44367,16.04,185.0,201.04,12
64490,46.58,650.0,696.58,3
35289,52.12,199.99,252.11,2
87467,22.09,208.9,54.11,1
7298,7.78,27.99,35.77,1
27923,17.84,84.9,102.74,2
25529,45.09,89.99,135.08,1
34166,19.42,159.9,179.32,10
2938,42.69,89.9,132.59,3
7115,7.78,18.9,26.68,1
105993,7.78,48.0,55.78,1
108816,9.43,72.0,81.43,1
95966,18.23,28.0,92.46,8
46856,14.78,119.7,134.48,6
64704,14.1,29.9,44.0,4
93529,17.63,29.9,47.53,1
108717,18.38,39.99,58.37,1
78261,38.77,133.0,171.77,1
9924,13.46,53.9,67.36,5
28109,20.0,108.9,128.9,1
55623,55.41,599.0,654.41,1
37385,13.75,120.0,133.75,1
34818,11.85,49.9,61.75,1
110255,15.1,41.0,168.3,1
16503,17.88,89.9,7.78,1
87222,8.72,32.29,82.02,8
55801,9.34,59.99,69.33,2
34065,7.39,14.9,22.29,1
18649,22.24,44.0,66.24,1
48331,18.63,150.9,169.53,1
110051,10.96,24.99,35.95,1
60601,16.18,59.99,76.17,1
47335,13.86,119.9,267.52,1
29231,15.1,35.49,31.92,3
45005,9.44,178.5,187.94,3
23433,12.69,36.9,49.59,1
72745,15.17,59.8,74.97,1
10618,21.35,53.9,75.25,1
67810,16.89,179.46,196.35,8
60497,26.67,84.99,111.66,4
103881,18.25,53.0,64.89,1
108558,8.4,33.89,169.16,3
105551,16.6,49.99,133.18,2
1332,51.2,189.99,964.76,3
16774,13.66,75.78,38.99,1
22428,27.13,84.99,112.12,8
109463,7.39,30.0,74.78,1
109459,7.78,15.0,22.78,2
105846,18.45,49.9,68.35,2
8257,37.92,89.0,126.92,1
49137,23.68,199.0,222.68,7
41924,15.31,80.0,95.31,4
109144,14.65,128.65,143.3,1
35068,15.23,47.65,62.88,3
38361,32.01,140.0,688.04,1
27886,8.73,102.9,21.11,1
46483,13.09,169.99,183.08,5
53438,18.29,58.8,77.09,1
40333,12.72,109.9,245.24,10
81604,15.58,68.9,84.48,3
77297,18.23,49.99,68.22,4
36414,10.96,26.9,37.86,1
90021,15.1,49.0,64.1,3
44993,18.16,339.9,715.17,6
47239,21.32,117.99,139.31,3
91590,30.31,72.99,103.3,1
8409,17.02,109.9,126.92,2
71884,18.73,65.0,83.73,5
39351,26.83,219.99,246.82,3
3310,18.2,89.9,108.1,1
17551,15.1,49.95,130.1,1
45546,25.0,83.2,216.4,1
86107,21.15,15.9,37.05,3
24991,50.5,89.99,140.49,2
54143,12.3,129.9,142.2,2
44794,18.23,7.6,25.83,2
107792,13.94,794.98,1617.84,2
108461,12.08,210.0,222.08,4
102343,14.68,54.5,138.36,1
59943,19.83,84.9,104.73,3
76265,14.85,109.99,124.84,10
83382,15.39,90.0,105.39,10
108754,18.44,79.9,196.68,3
67730,14.21,69.9,158.21,5
81957,20.06,124.9,144.96,7
21286,12.13,89.99,102.12,5
45622,25.93,15.12,123.15,1
112099,19.6,58.9,78.5,1
53477,15.55,114.38,129.93,3
67683,12.93,69.99,82.92,1
62618,13.71,13.77,27.48,1
46776,19.16,99.99,397.9,18
71457,44.51,998.0,1042.51,8
32473,37.65,106.0,143.65,1
109389,23.78,144.98,168.76,8
88449,19.68,69.99,179.34,1
79819,17.27,119.0,136.27,2
79897,32.26,199.0,231.26,1
3978,22.77,64.99,87.76,1
33494,14.18,248.0,131.18,1
45467,41.92,98.3,280.44,1
4151,11.44,60.0,71.44,1
91728,21.08,90.0,222.16,1
65693,13.11,109.89,1230.0,1
16397,17.6,43.99,16.07,1
57010,17.98,57.99,75.97,2
64335,15.14,55.9,71.04,3
13602,9.34,38.4,143.22,8
1993,17.5,86.9,104.4,5
104891,17.07,116.99,134.06,1
6477,15.01,99.9,114.91,1
51463,21.34,79.9,283.06,4
12642,30.85,150.0,180.85,8
16735,11.85,45.9,57.75,1
82827,20.76,256.0,276.76,5
16666,16.18,59.9,76.08,2
57270,11.85,31.0,42.85,1
4635,18.8,79.9,98.7,1
18216,7.78,49.0,113.56,4
59177,8.29,13.65,21.94,1
87364,19.25,499.0,518.25,5
4891,27.03,135.0,162.03,3
15435,12.09,99.99,112.08,6
81813,15.14,54.9,70.04,1
7276,18.23,24.99,86.44,1
64301,16.32,225.0,241.32,8
45705,8.27,24.9,66.34,6
33187,15.55,579.0,594.55,6
20475,29.27,13.9,107.09,4
182,11.45,119.6,199.98,1
57673,11.92,59.7,71.62,3
71871,18.66,54.32,72.98,6
2835,16.11,48.9,65.01,1
72038,29.1,99.99,129.09,1
33920,14.22,125.0,139.22,2
39835,16.11,45.9,62.01,6
86646,17.12,74.9,267.51,8
98051,16.59,250.0,839.77,1
89671,7.39,30.9,38.29,1
33195,31.07,629.0,2148.4,10
1057,16.66,116.94,133.6,6
66028,18.23,36.9,55.13,1
88515,9.07,160.0,100.0,1
3237,13.91,210.0,223.91,5
61227,21.47,116.0,137.47,10
76183,17.14,99.99,117.13,4
29338,15.57,159.0,349.14,4
64841,31.92,149.9,181.82,2
94469,8.88,54.7,4.73,1
36793,10.47,325.0,335.47,4
24629,22.31,260.0,282.31,6
106689,7.39,19.99,27.38,1
6681,21.58,114.9,491.52,8
69376,19.46,39.0,58.46,1
12407,16.31,78.0,188.62,1
99550,23.68,249.99,273.67,1
37856,25.04,69.9,94.94,1
60330,66.17,194.0,260.17,2
59195,15.1,13.65,28.75,1
91941,20.64,199.7,220.34,1
89504,14.1,11.99,52.18,1
101588,127.41,559.0,686.41,1
55319,32.85,1200.0,1232.85,8
111696,8.29,24.9,33.19,1
71974,18.28,27.9,230.9,10
110662,15.94,169.9,185.84,2
2168,15.38,89.9,105.28,5
108969,19.36,559.99,579.35,10
60451,11.85,36.99,206.36,2
47263,29.01,87.5,116.51,11
59464,18.23,9.0,27.23,1
36272,15.1,36.9,52.0,1
75274,27.26,289.9,317.16,1
39016,7.42,22.49,29.91,1
3112,13.71,12.9,53.22,1
928,14.52,79.99,378.04,6
55232,15.64,170.0,185.64,3
25997,7.78,30.5,38.28,1
58052,11.85,26.99,38.84,1
83060,18.2,89.0,107.2,2
61789,7.34,27.9,30.0,1
1974,19.5,89.9,218.8,10
20254,14.1,39.0,53.1,1
39717,18.06,115.0,266.12,5
23996,12.85,72.9,25.75,1
29463,18.56,399.99,418.55,1
105478,42.65,238.0,280.65,1
13244,26.61,75.0,609.66,2
40763,17.26,59.9,77.16,1
103648,32.74,135.0,167.74,1
44972,15.73,139.9,155.63,5
79730,31.23,68.0,99.23,1
73141,58.82,388.0,446.82,10
15368,18.52,82.99,101.51,2
101313,14.52,44.95,59.47,5
84336,8.27,45.49,53.76,1
111330,19.47,39.9,118.74,1
712,70.26,196.99,267.25,1
66675,16.58,183.0,199.58,4
73712,7.78,22.99,30.77,1
18024,11.85,10.99,22.84,1
10720,13.44,59.9,73.34,7
83084,75.06,158.0,233.06,5
43942,8.58,120.0,128.58,1
110754,23.6,119.9,287.0,3
7335,17.06,27.99,45.05,1
72710,17.67,59.9,77.57,1
59535,19.04,21.89,40.93,1
19931,7.78,29.0,36.78,1
67606,13.18,49.99,63.17,1
28953,25.18,149.9,175.08,2
13145,16.11,38.4,109.02,1
14267,26.57,69.9,96.47,1
3403,18.45,50.0,68.45,6
82552,11.85,42.0,53.85,1
96679,23.74,138.0,161.74,4
15093,11.17,79.9,91.07,1
102454,34.62,116.91,151.53,1
88396,19.8,80.0,99.8,2
51049,19.92,135.0,154.92,1
99887,50.74,338.0,388.74,1
89775,12.27,109.9,122.17,3
68103,17.78,49.0,66.78,1
30481,8.72,13.61,133.98,1
10180,17.67,49.0,66.67,1
64128,21.94,157.0,357.88,3
82519,7.72,35.0,174.02,3
82380,21.47,139.9,161.37,5
36274,15.1,36.9,52.0,2
39171,13.93,149.99,163.92,1
78085,18.77,127.27,146.04,5
76416,13.81,210.0,72.26,1
60350,26.7,88.0,114.7,2
14149,15.23,35.9,51.13,1
71006,19.12,188.0,207.12,2
31580,18.89,145.0,163.89,1
28101,16.23,67.0,83.23,8
109959,172.99,1350.0,1522.99,3
51647,13.03,160.0,173.03,1
26772,18.15,129.0,147.15,3
94444,18.23,3.5,108.65,2
68539,7.42,22.9,181.92,2
27576,17.8,79.0,96.8,1
1176,19.93,89.99,659.52,10
95176,21.41,274.95,296.36,5
81495,22.06,45.0,67.06,2
10874,17.67,59.9,155.14,2
63061,27.05,72.9,99.95,4
38908,18.23,46.99,50.0,1
21499,3.14,19.99,96.93,4
1812,18.23,48.0,132.46,1
51123,51.93,297.0,394.36,10
46513,12.04,76.99,89.03,2
82042,7.86,85.0,92.86,9
72266,15.1,7.3,22.4,1
111154,46.13,68.0,814.37,10
102103,15.78,129.0,144.78,2
96006,24.1,64.9,89.0,6
11334,13.37,49.9,63.27,1
35264,13.73,319.0,332.73,3
39292,18.41,299.99,318.4,6
104184,56.27,131.0,187.27,1
90191,33.92,189.9,223.82,1
76397,12.35,18.99,31.34,1
104605,14.26,158.7,172.96,1
20231,20.8,45.0,50.0,1
32652,18.78,129.0,147.78,1
110354,18.23,29.0,14.05,1
14346,12.18,69.9,82.08,1
15756,18.16,129.99,148.15,7
14169,15.55,95.0,110.55,1
83293,15.23,9.8,25.03,2
105872,10.96,14.99,103.8,1
50704,11.85,24.99,73.68,1
72380,15.23,39.9,55.13,1
31553,18.89,145.0,163.89,7
108178,16.35,85.0,101.35,5
73413,32.85,189.95,445.6,1
12551,21.65,35.0,113.3,1
83119,11.89,49.3,61.19,1
41272,17.6,39.9,57.5,1
31800,0.0,99.9,499.5,3
13062,43.51,35.0,235.53,1
12168,18.08,119.0,411.24,10
9983,23.5,53.9,286.12,1
61368,28.14,99.9,343.54,10
91946,18.65,199.7,218.35,6
86364,16.79,36.9,107.38,1
8059,15.23,21.99,37.22,1
17930,15.72,73.35,89.07,4
36465,10.96,18.99,29.95,1
34614,15.0,99.0,29.02,1
67305,14.04,64.9,78.94,3
4265,18.23,12.99,31.22,3
100402,14.59,119.9,134.49,2
27051,29.37,139.0,168.37,5
89951,16.94,169.0,185.94,1
101730,13.71,29.9,87.22,5
73175,23.21,388.0,411.21,8
42110,23.09,72.9,95.99,4
102137,14.7,135.0,149.7,2
31221,14.1,10.99,25.09,2
8909,7.94,28.9,36.84,1
784,32.31,112.99,145.3,4
40490,16.58,116.9,133.48,13
19264,12.83,55.0,67.83,4
41748,35.03,238.9,100.0,1
78404,18.89,234.9,253.79,1
109093,8.29,20.0,28.29,1
44903,23.35,109.9,133.25,8
45448,17.19,134.0,604.76,6
107201,19.41,385.9,405.31,10
80190,13.56,69.9,83.46,1
58089,23.35,109.99,133.34,1
12435,9.36,69.99,158.7,1
90597,11.85,49.9,123.5,3
105023,12.13,89.9,408.12,9
60028,14.75,139.9,125.95,1
41863,17.19,77.67,356.64,6
16822,13.71,48.09,61.8,1
26342,16.73,157.0,347.46,1
305,17.79,139.99,157.78,3
68338,8.72,25.9,34.62,1
74484,7.87,75.0,82.87,1
17815,58.49,31.9,90.39,1
97597,17.31,220.91,476.44,6
75316,13.92,79.99,187.82,1
37501,19.98,69.9,89.88,1
55708,15.8,289.9,305.7,5
90028,12.12,89.0,101.12,1
41612,18.72,92.1,110.82,1
5473,12.91,74.9,47.33,1
52416,35.5,139.9,175.4,8
25941,10.06,74.99,184.01,4
96641,40.14,149.0,358.29,6
40930,8.11,69.99,78.1,1
34475,16.11,39.0,20.0,1
39108,14.15,59.9,12.0,1
89525,11.2,81.9,93.1,1
75835,15.1,24.5,39.6,1
110122,46.12,63.0,814.37,10
52985,14.52,11.9,26.42,2
101146,18.16,83.41,20.41,1
43180,15.1,21.99,37.09,1
12246,15.79,49.0,129.58,1
28613,17.9,737.99,755.89,5
79260,14.71,89.9,104.61,2
102574,26.47,55.9,82.37,6
34382,16.81,80.0,96.81,1
25719,7.58,44.99,52.57,1
35261,16.19,348.8,136.81,6
28937,23.98,149.9,173.88,10
73115,44.87,949.9,994.77,5
71479,16.92,29.9,46.82,2
67605,11.74,39.9,51.64,1
90718,11.85,19.9,31.75,1
28966,23.37,149.9,173.27,2
59268,15.23,13.2,28.43,1
34135,7.78,19.9,27.68,1
108041,15.24,22.37,87.83,3
40061,8.9,78.0,86.9,1
78526,45.07,169.9,214.97,5
43883,8.88,161.7,170.58,3
91589,17.14,72.99,90.13,1
110374,27.34,149.0,176.34,1
21783,8.72,56.99,131.42,1
19101,15.55,95.0,110.55,1
65565,12.73,86.0,98.73,2
91771,19.21,89.0,108.21,1
29848,14.45,52.99,134.88,3
41937,14.31,80.0,94.31,3
68692,23.09,25.0,137.85,1
25195,19.74,119.0,138.74,1
20237,7.78,29.0,36.78,3
41480,22.61,229.04,251.65,5
111156,7.89,90.0,97.89,1
47568,20.85,249.9,270.75,10
89215,17.67,55.0,72.67,5
58681,9.34,28.0,37.34,1
44147,22.11,26.0,48.11,1
100889,9.07,129.9,138.97,2
42442,25.63,13.99,39.62,1
65688,13.11,109.89,1230.0,1
105489,8.27,34.0,42.27,4
19356,7.39,39.0,46.39,3
47026,15.69,115.0,130.69,1
58113,23.35,109.99,133.34,2
41661,25.82,143.8,169.62,3
8613,18.43,47.49,65.92,6
76783,16.12,196.0,212.12,1
103353,41.02,139.0,540.06,8
10120,13.44,59.9,73.34,7
107515,7.39,66.89,74.28,4
33705,34.57,67.91,102.48,1
74530,27.72,412.0,455.86,5
18629,15.41,44.0,59.41,1
23870,15.58,118.9,134.48,2
35990,15.52,59.9,75.42,1
32810,0.0,209.0,209.0,3
91495,15.23,43.9,59.13,2
79458,16.02,9.99,163.88,3
54059,15.1,48.89,63.99,5
21970,7.78,34.99,42.77,4
1424,21.09,299.99,321.08,10
78005,18.31,30.0,48.31,1
35729,17.52,154.9,172.42,5
10221,17.67,59.9,155.14,1
111228,7.39,17.0,24.39,1
30499,15.23,4.9,244.02,3
39147,19.45,50.99,125.08,10
31939,14.05,230.0,244.05,4
79349,18.24,19.9,38.14,3
82266,16.11,49.9,198.03,4
34060,15.23,14.9,30.13,2
86963,27.24,41.89,69.13,1
4361,15.32,79.9,190.44,1
72007,31.45,169.0,200.45,3
92611,8.88,24.9,11.31,1
104257,15.47,83.8,198.54,1
92430,18.84,137.0,155.84,1
100829,13.22,94.9,108.12,1
34170,16.95,89.9,106.85,1
17289,12.69,39.9,52.59,5
57634,13.83,67.8,81.63,1
61397,18.45,49.9,30.0,1
52053,57.09,119.0,352.18,4
65866,21.71,81.99,503.71,3
45514,38.81,387.2,426.01,10
75211,25.6,185.0,210.6,4
41879,21.18,54.99,76.17,3
94381,9.44,55.9,65.34,4
7959,12.79,24.99,37.78,1
32080,20.69,370.0,390.69,2
67637,15.37,89.0,104.37,5
103251,63.01,139.99,203.0,1
60979,16.11,15.55,31.66,1
74257,13.5,120.0,133.5,1
89565,11.15,24.99,72.28,1
81973,8.16,127.9,136.06,1
93523,25.38,16.9,42.28,1
40551,19.74,109.9,129.64,2
101594,101.19,609.0,710.19,8
13766,20.08,158.0,178.08,4
103097,16.35,54.6,70.95,2
91819,19.05,399.99,419.04,4
108524,9.99,16.9,98.72,6
42274,25.54,99.99,125.53,5
18078,12.69,46.99,59.68,1
111681,14.89,159.99,174.88,12
53579,20.08,199.0,388.17,3
84393,22.69,117.33,140.02,6
111227,7.39,17.0,24.39,1
35979,7.78,39.9,47.68,1
28167,14.0,125.46,139.46,2
102085,27.42,157.65,50.0,1
103026,7.78,29.5,37.28,3
16657,12.76,59.9,25.84,1
79070,19.04,14.0,33.04,1
109618,18.59,69.9,88.49,8
31981,13.68,146.0,159.68,4
84197,18.29,27.49,45.78,1
